district,state,point_id,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,slope_direction,terrain_type,flood_risk_elevation,landslide_risk,land_cover,soil_type,drainage_density
Raigad,Maharashtra,RAI_023,18.4648,73.401,412.0,10.7,148.6,South,Peak,Moderate,Moderate,Agricultural,Alluvial,1.55
Raigad,Maharashtra,RAI_024,18.5289,73.0249,343.1,15.9,149.9,South,Hillside,High,Moderate,Forest,Sandy,1.09
Raigad,Maharashtra,RAI_025,18.7661,73.101,213.9,11.3,108.6,East,Hillside,High,Moderate,Forest,Alluvial,1.92
Raigad,Maharashtra,RAI_026,18.8047,73.3558,354.2,10.3,74.8,East,Hillside,High,Moderate,Forest,Black Cotton,4.17
Raigad,Maharashtra,RAI_027,18.5501,72.9654,291.8,12.7,203.5,South,Hillside,High,Moderate,Barren,Rocky,4.23
Raigad,Maharashtra,RAI_028,18.6162,73.2718,201.8,21.2,234.7,West,Hillside,High,High,Urban,Red Laterite,3.33
Raigad,Maharashtra,RAI_029,18.3863,73.3907,290.4,6.8,311.2,West,Hillside,High,Low,Urban,Sandy,2.45
Raigad,Maharashtra,RAI_030,18.2296,73.238,364.6,13.4,16.6,North,Hillside,High,Moderate,Forest,Alluvial,1.94
Ratnagiri,Maharashtra,RAT_001,17.2439,73.3618,199.3,16.0,130.3,East,Hillside,High,Moderate,Urban,Red Laterite,2.07
Ratnagiri,Maharashtra,RAT_002,17.1397,73.551,169.7,26.6,122.3,East,Hillside,High,High,Forest,Sandy,0.54
Ratnagiri,Maharashtra,RAT_003,17.1372,73.5423,232.0,13.9,78.5,East,Hillside,High,Moderate,Agricultural,Sandy,3.87
Ratnagiri,Maharashtra,RAT_004,17.0486,73.3368,274.0,29.8,127.1,East,Hillside,High,High,Urban,Red Laterite,2.97
Ratnagiri,Maharashtra,RAT_005,16.848,73.1342,192.1,21.9,182.9,South,Hillside,High,High,Agricultural,Rocky,1.66
Ratnagiri,Maharashtra,RAT_006,16.9592,73.2422,285.0,23.8,305.1,West,Hillside,High,High,Agricultural,Alluvial,4.06
Ratnagiri,Maharashtra,RAT_007,16.8471,73.4322,211.9,21.1,274.0,West,Hillside,High,High,Forest,Alluvial,1.91
Ratnagiri,Maharashtra,RAT_008,17.1408,73.0556,319.7,18.7,242.9,West,Hillside,High,Moderate,Forest,Black Cotton,3.98
Ratnagiri,Maharashtra,RAT_009,17.0272,73.539,269.5,21.2,23.1,North,Hillside,High,High,Agricultural,Alluvial,1.95
Ratnagiri,Maharashtra,RAT_010,17.0986,73.2325,396.7,17.0,57.1,East,Peak,High,Moderate,Forest,Red Laterite,3.72
Ratnagiri,Maharashtra,RAT_011,17.048,73.4901,274.7,17.4,139.2,South,Hillside,High,Moderate,Barren,Alluvial,1.3
Ratnagiri,Maharashtra,RAT_012,16.8836,73.5849,283.3,12.6,241.0,West,Hillside,High,Moderate,Forest,Rocky,3.34
Ratnagiri,Maharashtra,RAT_013,17.1828,73.185,258.5,22.8,156.7,South,Hillside,High,High,Forest,Black Cotton,3.4
Ratnagiri,Maharashtra,RAT_014,16.9951,73.3632,148.1,11.2,110.3,East,Valley,High,Moderate,Forest,Red Laterite,2.97
Ratnagiri,Maharashtra,RAT_015,16.8566,73.0244,371.0,21.0,5.4,North,Peak,High,High,Agricultural,Rocky,1.9
Ratnagiri,Maharashtra,RAT_016,16.8946,73.3377,362.0,22.2,213.2,South,Peak,High,High,Urban,Black Cotton,3.07
Ratnagiri,Maharashtra,RAT_017,16.879,73.3507,99.0,26.1,259.5,West,Valley,Very High,High,Forest,Sandy,1.35
Ratnagiri,Maharashtra,RAT_018,17.1186,73.3276,465.7,12.7,39.4,North,Peak,Moderate,Moderate,Forest,Sandy,1.1
Ratnagiri,Maharashtra,RAT_019,16.7499,73.5665,236.2,22.2,190.0,South,Hillside,High,High,Agricultural,Red Laterite,4.42
Ratnagiri,Maharashtra,RAT_020,17.0602,73.533,247.9,16.0,158.1,South,Hillside,High,Moderate,Urban,Red Laterite,2.28
Ratnagiri,Maharashtra,RAT_021,16.9356,73.1151,295.6,21.8,269.1,West,Hillside,High,High,Urban,Red Laterite,0.91
Ratnagiri,Maharashtra,RAT_022,16.93,73.319,188.8,7.6,187.2,South,Hillside,High,Low,Forest,Alluvial,2.32
Ratnagiri,Maharashtra,RAT_023,17.2291,73.5727,304.0,33.2,2.6,North,Hillside,High,Very High,Urban,Red Laterite,4.11
Ratnagiri,Maharashtra,RAT_024,16.9669,73.3326,412.4,12.3,269.3,West,Peak,Moderate,Moderate,Forest,Black Cotton,0.93
Ratnagiri,Maharashtra,RAT_025,16.8833,73.332,200.6,14.7,26.2,North,Hillside,High,Moderate,Agricultural,Alluvial,3.63
Ratnagiri,Maharashtra,RAT_026,16.9818,73.5785,192.6,26.1,101.6,East,Hillside,High,High,Urban,Alluvial,4.0
Ratnagiri,Maharashtra,RAT_027,17.0064,73.1143,178.7,22.5,290.4,West,Hillside,High,High,Barren,Sandy,2.2
Ratnagiri,Maharashtra,RAT_028,17.0401,73.3841,189.6,2.9,227.1,West,Hillside,High,Low,Forest,Sandy,3.16
Ratnagiri,Maharashtra,RAT_029,17.2132,73.3864,312.6,13.1,348.0,North,Hillside,High,Moderate,Urban,Black Cotton,4.47
Ratnagiri,Maharashtra,RAT_030,16.8381,73.2639,161.8,10.4,237.0,West,Valley,High,Moderate,Forest,Alluvial,2.81
Sangli,Maharashtra,SAN_001,17.0121,74.4504,572.4,3.1,143.5,South,Hillside,Moderate,Low,Agricultural,Black Cotton,2.39
Sangli,Maharashtra,SAN_002,16.6457,74.7489,527.9,8.4,316.2,North,Hillside,Moderate,Low,Forest,Sandy,3.3
Sangli,Maharashtra,SAN_003,17.0307,74.3592,626.5,10.0,142.8,South,Hillside,Moderate,Low,Forest,Alluvial,1.14
Sangli,Maharashtra,SAN_004,16.5951,74.5489,737.1,5.2,126.3,East,Hillside,Moderate,Low,Forest,Sandy,2.01
Sangli,Maharashtra,SAN_005,16.8554,74.4744,230.1,6.3,234.2,West,Valley,High,Low,Urban,Red Laterite,2.49
Sangli,Maharashtra,SAN_006,16.8596,74.871,1042.1,1.4,132.8,East,Peak,Low,Low,Urban,Alluvial,1.43
Sangli,Maharashtra,SAN_007,17.0382,74.7287,794.4,5.2,161.4,South,Hillside,Moderate,Low,Urban,Red Laterite,2.04
Sangli,Maharashtra,SAN_008,17.0365,74.4397,800.0,11.6,358.1,North,Hillside,Moderate,Moderate,Barren,Red Laterite,1.37
Sangli,Maharashtra,SAN_009,16.7449,74.6711,439.0,5.8,326.1,North,Hillside,Moderate,Low,Agricultural,Alluvial,0.79
Sangli,Maharashtra,SAN_010,16.9281,74.631,536.3,2.6,276.7,West,Hillside,Moderate,Low,Forest,Black Cotton,2.75
Sangli,Maharashtra,SAN_011,16.6771,74.8747,796.9,6.4,138.8,South,Hillside,Moderate,Low,Agricultural,Alluvial,2.74
Sangli,Maharashtra,SAN_012,16.5834,74.5572,762.5,7.8,234.3,West,Hillside,Moderate,Low,Forest,Sandy,2.39
Sangli,Maharashtra,SAN_013,16.6552,74.3956,603.0,3.2,147.6,South,Hillside,Moderate,Low,Forest,Black Cotton,4.34
Sangli,Maharashtra,SAN_014,16.7121,74.5253,628.6,9.8,71.1,East,Hillside,Moderate,Low,Forest,Black Cotton,3.84
Sangli,Maharashtra,SAN_015,17.0387,74.6405,652.5,7.1,101.1,East,Hillside,Moderate,Low,Urban,Sandy,2.27
Sangli,Maharashtra,SAN_016,16.6349,74.5855,716.9,13.4,123.9,East,Hillside,Moderate,Moderate,Forest,Sandy,1.04
Sangli,Maharashtra,SAN_017,16.64,74.6234,920.9,0.2,229.1,West,Peak,Low,Low,Agricultural,Alluvial,4.39
Sangli,Maharashtra,SAN_018,16.9162,74.4527,730.9,10.8,267.8,West,Hillside,Moderate,Moderate,Forest,Black Cotton,3.26
Sangli,Maharashtra,SAN_019,17.0571,74.7833,832.2,5.2,222.4,South,Hillside,Moderate,Low,Agricultural,Sandy,2.08
Sangli,Maharashtra,SAN_020,16.901,74.6476,509.4,11.4,225.9,West,Hillside,Moderate,Moderate,Agricultural,Sandy,0.85
Sangli,Maharashtra,SAN_021,17.0359,74.5942,1138.0,6.1,107.3,East,Peak,Low,Low,Forest,Red Laterite,3.98
Sangli,Maharashtra,SAN_022,17.0311,74.6484,850.5,7.9,35.4,North,Peak,Moderate,Low,Forest,Black Cotton,1.84
Sangli,Maharashtra,SAN_023,16.874,74.6818,512.3,10.3,5.1,North,Hillside,Moderate,Moderate,Agricultural,Red Laterite,1.58
Sangli,Maharashtra,SAN_024,16.9604,74.5429,914.4,10.6,160.5,South,Peak,Low,Moderate,Forest,Black Cotton,3.91
Sangli,Maharashtra,SAN_025,16.7224,74.6263,928.3,5.0,239.9,West,Peak,Low,Low,Barren,Black Cotton,3.7
Sangli,Maharashtra,SAN_026,17.0459,74.3116,585.7,8.8,192.7,South,Hillside,Moderate,Low,Barren,Alluvial,3.84
Sangli,Maharashtra,SAN_027,17.0862,74.8729,708.6,5.1,300.2,West,Hillside,Moderate,Low,Agricultural,Rocky,3.79
Sangli,Maharashtra,SAN_028,16.9959,74.5589,968.2,11.9,2.9,North,Peak,Low,Moderate,Barren,Alluvial,1.99
Sangli,Maharashtra,SAN_029,17.1048,74.8223,480.3,9.3,11.7,North,Hillside,Moderate,Low,Forest,Alluvial,2.71
Sangli,Maharashtra,SAN_030,16.5664,74.523,434.3,10.0,64.0,East,Hillside,Moderate,Low,Forest,Black Cotton,2.0
Satara,Maharashtra,SAT_001,17.4307,74.1649,692.6,5.2,89.6,East,Hillside,Moderate,Low,Forest,Red Laterite,2.1
Satara,Maharashtra,SAT_002,17.8394,74.0736,851.5,12.6,12.4,North,Hillside,Moderate,Moderate,Agricultural,Black Cotton,2.05
Satara,Maharashtra,SAT_003,17.5278,73.7461,890.9,4.8,208.6,South,Hillside,Moderate,Low,Agricultural,Alluvial,3.85
Satara,Maharashtra,SAT_004,17.4974,74.1394,754.0,6.5,91.7,East,Hillside,Moderate,Low,Agricultural,Alluvial,4.21
Satara,Maharashtra,SAT_005,17.5484,73.7694,613.0,12.8,75.4,East,Hillside,Moderate,Moderate,Barren,Alluvial,2.26
Satara,Maharashtra,SAT_006,17.7229,73.7593,855.3,6.5,55.4,East,Hillside,Moderate,Low,Agricultural,Sandy,3.85
Satara,Maharashtra,SAT_007,17.744,73.9438,895.0,8.6,207.6,South,Hillside,Moderate,Low,Forest,Alluvial,1.71
Satara,Maharashtra,SAT_008,17.9591,73.7562,804.4,6.9,102.1,East,Hillside,Moderate,Low,Agricultural,Rocky,3.32
Satara,Maharashtra,SAT_009,17.769,73.988,715.3,14.6,262.4,West,Hillside,Moderate,Moderate,Agricultural,Black Cotton,4.1
Satara,Maharashtra,SAT_010,17.6303,74.2132,556.3,3.5,290.4,West,Hillside,Moderate,Low,Agricultural,Sandy,1.89
Satara,Maharashtra,SAT_011,17.6933,73.7743,223.8,18.6,206.1,South,Valley,High,Moderate,Forest,Sandy,1.43
Satara,Maharashtra,SAT_012,17.8207,74.018,314.1,14.7,213.7,South,Valley,High,Moderate,Forest,Alluvial,3.94
Satara,Maharashtra,SAT_013,17.4305,73.8005,635.3,7.1,270.4,West,Hillside,Moderate,Low,Forest,Black Cotton,4.09
Satara,Maharashtra,SAT_014,17.79,74.1004,764.2,4.0,304.1,West,Hillside,Moderate,Low,Water Body,Rocky,4.49
Satara,Maharashtra,SAT_015,17.7117,73.8186,196.8,18.8,69.5,East,Valley,High,Moderate,Urban,Alluvial,1.48
Satara,Maharashtra,SAT_016,17.8012,73.9268,494.7,12.8,254.2,West,Hillside,Moderate,Moderate,Agricultural,Black Cotton,3.78
Satara,Maharashtra,SAT_017,17.4264,74.1322,792.0,10.3,246.1,West,Hillside,Moderate,Moderate,Forest,Sandy,3.86
Satara,Maharashtra,SAT_018,17.781,73.7355,600.6,10.8,297.1,West,Hillside,Moderate,Moderate,Agricultural,Alluvial,3.54
Satara,Maharashtra,SAT_019,17.8781,74.1034,732.6,8.6,84.9,East,Hillside,Moderate,Low,Agricultural,Rocky,3.52
Satara,Maharashtra,SAT_020,17.4455,74.3036,809.8,10.5,166.3,South,Hillside,Moderate,Moderate,Barren,Black Cotton,3.61
Satara,Maharashtra,SAT_021,17.4545,74.2315,1134.4,5.3,331.0,North,Peak,Low,Low,Forest,Sandy,3.29
Satara,Maharashtra,SAT_022,17.5307,73.766,559.3,10.2,179.6,South,Hillside,Moderate,Moderate,Urban,Alluvial,3.06
Satara,Maharashtra,SAT_023,17.9046,73.8535,949.8,13.5,204.4,South,Peak,Low,Moderate,Urban,Sandy,0.61
Satara,Maharashtra,SAT_024,17.7021,73.7637,636.2,10.2,94.5,East,Hillside,Moderate,Moderate,Agricultural,Sandy,3.97
Satara,Maharashtra,SAT_025,17.9754,73.8185,539.5,10.0,71.0,East,Hillside,Moderate,Moderate,Agricultural,Red Laterite,2.7
Satara,Maharashtra,SAT_026,17.9461,74.0929,767.6,13.6,209.0,South,Hillside,Moderate,Moderate,Water Body,Red Laterite,2.12
Satara,Maharashtra,SAT_027,17.9752,74.0981,931.6,6.4,281.6,West,Peak,Low,Low,Barren,Black Cotton,3.84
Satara,Maharashtra,SAT_028,17.7019,74.2175,727.2,17.6,9.3,North,Hillside,Moderate,Moderate,Agricultural,Black Cotton,2.73
Satara,Maharashtra,SAT_029,17.6328,73.7535,580.0,9.5,260.6,West,Hillside,Moderate,Low,Forest,Rocky,2.76
Satara,Maharashtra,SAT_030,17.7241,74.0975,1151.1,8.5,175.5,South,Peak,Low,Low,Agricultural,Rocky,4.29
Sindhudurg,Maharashtra,SIN_001,16.4414,74.0368,59.2,25.1,30.9,North,Valley,Very High,High,Agricultural,Sandy,2.63
Sindhudurg,Maharashtra,SIN_002,16.4045,74.0327,112.7,16.7,263.7,West,Hillside,High,Moderate,Forest,Rocky,3.36
Sindhudurg,Maharashtra,SIN_003,16.3062,73.6094,185.8,18.2,27.1,North,Peak,High,Moderate,Agricultural,Sandy,1.16
Sindhudurg,Maharashtra,SIN_004,16.4775,73.7535,108.5,18.0,265.9,West,Hillside,High,Moderate,Urban,Red Laterite,2.32
Sindhudurg,Maharashtra,SIN_005,16.3469,73.5833,108.0,21.8,343.1,North,Hillside,High,High,Agricultural,Alluvial,3.3
Sindhudurg,Maharashtra,SIN_006,16.5876,74.0539,82.2,20.5,260.2,West,Hillside,Very High,High,Agricultural,Black Cotton,3.71
Sindhudurg,Maharashtra,SIN_007,16.562,73.7987,144.9,38.5,341.4,North,Peak,High,Very High,Barren,Black Cotton,4.1
Sindhudurg,Maharashtra,SIN_008,16.0747,73.7289,44.8,26.7,34.9,North,Valley,Very High,High,Agricultural,Sandy,1.39
Sindhudurg,Maharashtra,SIN_009,16.2243,73.8406,95.2,18.8,332.7,North,Hillside,Very High,Moderate,Forest,Alluvial,1.1
Sindhudurg,Maharashtra,SIN_010,16.3925,73.9753,99.7,24.5,22.4,North,Hillside,Very High,High,Forest,Sandy,3.91
Sindhudurg,Maharashtra,SIN_011,16.2859,73.6917,113.5,31.2,223.5,South,Hillside,High,Very High,Forest,Alluvial,3.04
Sindhudurg,Maharashtra,SIN_012,16.5194,73.6656,104.1,17.3,5.8,North,Hillside,High,Moderate,Forest,Black Cotton,3.71
Sindhudurg,Maharashtra,SIN_013,16.1657,73.8204,123.4,17.3,152.6,South,Peak,High,Moderate,Barren,Rocky,1.73
Sindhudurg,Maharashtra,SIN_014,16.1937,73.967,87.3,22.6,269.1,West,Hillside,Very High,High,Agricultural,Sandy,4.21
Sindhudurg,Maharashtra,SIN_015,16.2603,74.0896,32.1,26.4,130.8,East,Valley,Very High,High,Agricultural,Alluvial,1.57
Sindhudurg,Maharashtra,SIN_016,16.3459,74.023,78.9,28.5,223.1,South,Hillside,Very High,High,Agricultural,Black Cotton,0.74
Sindhudurg,Maharashtra,SIN_017,16.0782,74.1377,101.9,33.4,191.2,South,Hillside,High,Very High,Agricultural,Black Cotton,3.74
Sindhudurg,Maharashtra,SIN_018,16.4089,73.878,78.5,13.0,76.7,East,Hillside,Very High,Moderate,Agricultural,Rocky,1.98
Sindhudurg,Maharashtra,SIN_019,16.6223,73.585,137.5,9.2,89.5,East,Peak,High,Low,Forest,Alluvial,4.11
Sindhudurg,Maharashtra,SIN_020,16.629,73.8295,88.7,31.9,149.2,South,Hillside,Very High,Very High,Urban,Sandy,2.11
Sindhudurg,Maharashtra,SIN_021,16.6217,73.8229,117.8,19.4,79.5,East,Hillside,High,Moderate,Agricultural,Red Laterite,4.37
Sindhudurg,Maharashtra,SIN_022,16.597,73.918,154.7,24.6,153.9,South,Peak,High,High,Agricultural,Alluvial,1.24
Sindhudurg,Maharashtra,SIN_023,16.0836,73.6755,82.0,13.6,221.2,South,Hillside,Very High,Moderate,Forest,Red Laterite,1.68
Sindhudurg,Maharashtra,SIN_024,16.4541,74.1375,141.5,30.1,25.9,North,Peak,High,Very High,Agricultural,Black Cotton,2.8
Sindhudurg,Maharashtra,SIN_025,16.0745,73.8502,107.4,0.0,82.7,East,Hillside,High,Low,Forest,Red Laterite,1.5
Sindhudurg,Maharashtra,SIN_026,16.1573,73.9683,76.3,24.9,198.4,South,Hillside,Very High,High,Agricultural,Sandy,3.31
Sindhudurg,Maharashtra,SIN_027,16.1098,73.6831,101.2,29.5,322.8,North,Hillside,High,High,Forest,Sandy,4.43
Sindhudurg,Maharashtra,SIN_028,16.3812,74.14,101.7,24.8,337.9,North,Hillside,High,High,Barren,Black Cotton,3.95
Sindhudurg,Maharashtra,SIN_029,16.1366,74.075,71.3,21.2,319.3,North,Hillside,Very High,High,Forest,Alluvial,0.84
Sindhudurg,Maharashtra,SIN_030,16.537,73.7216,125.8,17.8,344.5,North,Peak,High,Moderate,Urban,Red Laterite,1.91
Solapur,Maharashtra,SOL_001,17.8333,76.1116,529.7,4.5,111.2,East,Hillside,Moderate,Low,Forest,Alluvial,4.16
Solapur,Maharashtra,SOL_002,17.4177,76.0241,664.5,5.5,130.9,East,Peak,Moderate,Low,Agricultural,Black Cotton,1.86
Solapur,Maharashtra,SOL_003,17.545,75.648,263.4,6.3,147.2,South,Valley,High,Low,Agricultural,Red Laterite,4.04
Solapur,Maharashtra,SOL_004,17.4223,76.125,538.8,1.8,207.0,South,Hillside,Moderate,Low,Urban,Rocky,1.9
Solapur,Maharashtra,SOL_005,17.7965,75.9321,606.5,1.6,15.2,North,Peak,Moderate,Low,Agricultural,Red Laterite,2.37
Solapur,Maharashtra,SOL_006,17.7588,75.7241,634.3,2.7,358.0,North,Peak,Moderate,Low,Agricultural,Alluvial,2.75
Solapur,Maharashtra,SOL_007,17.9358,75.6767,165.6,6.6,286.2,West,Valley,High,Low,Forest,Black Cotton,1.28
Solapur,Maharashtra,SOL_008,17.5362,75.9249,399.1,6.5,179.2,South,Hillside,High,Low,Forest,Red Laterite,3.26
Solapur,Maharashtra,SOL_009,17.7938,75.6101,175.3,5.5,77.2,East,Valley,High,Low,Agricultural,Rocky,4.48
Solapur,Maharashtra,SOL_010,17.5031,76.1967,399.2,4.2,112.4,East,Hillside,High,Low,Urban,Rocky,2.64
Solapur,Maharashtra,SOL_011,17.3903,75.951,483.2,3.3,19.3,North,Hillside,Moderate,Low,Forest,Rocky,2.21
Solapur,Maharashtra,SOL_012,17.8809,75.923,548.2,5.4,65.9,East,Hillside,Moderate,Low,Agricultural,Rocky,1.87
Solapur,Maharashtra,SOL_013,17.6771,76.1193,386.1,5.7,154.7,South,Hillside,High,Low,Forest,Rocky,4.04
Solapur,Maharashtra,SOL_014,17.4441,75.6638,478.1,5.3,33.7,North,Hillside,Moderate,Low,Agricultural,Sandy,3.7
Solapur,Maharashtra,SOL_015,17.564,75.9844,527.4,8.9,343.4,North,Hillside,Moderate,Low,Agricultural,Red Laterite,0.58
Solapur,Maharashtra,SOL_016,17.6878,76.1516,282.2,7.8,313.7,West,Valley,High,Low,Forest,Rocky,0.85
Solapur,Maharashtra,SOL_017,17.5742,75.8339,357.7,4.4,241.8,West,Hillside,High,Low,Forest,Sandy,1.99
Solapur,Maharashtra,SOL_018,17.8182,75.8418,563.8,7.6,111.7,East,Hillside,Moderate,Low,Agricultural,Alluvial,3.96
Solapur,Maharashtra,SOL_019,17.7517,76.0081,397.4,3.5,26.5,North,Hillside,High,Low,Forest,Black Cotton,4.04
Solapur,Maharashtra,SOL_020,17.5934,75.7253,614.0,4.4,189.9,South,Peak,Moderate,Low,Barren,Sandy,0.65
Solapur,Maharashtra,SOL_021,17.8226,75.9448,458.4,8.1,344.6,North,Hillside,Moderate,Low,Forest,Black Cotton,2.84
Solapur,Maharashtra,SOL_022,17.7507,75.695,457.1,5.2,202.3,South,Hillside,Moderate,Low,Agricultural,Red Laterite,2.45
Solapur,Maharashtra,SOL_023,17.8709,75.8756,629.1,0.4,33.1,North,Peak,Moderate,Low,Agricultural,Alluvial,1.58
Solapur,Maharashtra,SOL_024,17.5717,76.1298,559.4,6.3,166.9,South,Hillside,Moderate,Low,Agricultural,Red Laterite,1.22
Solapur,Maharashtra,SOL_025,17.936,75.7319,393.9,6.2,289.9,West,Hillside,High,Low,Forest,Rocky,2.24
Solapur,Maharashtra,SOL_026,17.784,75.8357,837.4,3.9,97.6,East,Peak,Moderate,Low,Forest,Alluvial,2.65
Solapur,Maharashtra,SOL_027,17.414,75.8714,536.6,2.6,17.1,North,Hillside,Moderate,Low,Agricultural,Black Cotton,4.28
Solapur,Maharashtra,SOL_028,17.5286,76.0,283.7,6.9,312.3,West,Valley,High,Low,Urban,Rocky,3.9
Solapur,Maharashtra,SOL_029,17.8958,76.0417,285.4,4.0,317.1,North,Valley,High,Low,Agricultural,Sandy,4.08
Solapur,Maharashtra,SOL_030,17.7147,75.7057,371.5,6.5,120.0,East,Hillside,High,Low,Agricultural,Alluvial,2.62
Thane,Maharashtra,THA_001,19.4873,72.861,12.0,16.7,304.6,West,Hillside,Very High,Moderate,Agricultural,Black Cotton,0.58
Thane,Maharashtra,THA_002,19.164,73.1093,7.4,6.2,244.4,West,Valley,Very High,Low,Urban,Alluvial,3.5
Thane,Maharashtra,THA_003,19.175,73.0595,19.5,9.3,219.6,South,Peak,Very High,Low,Urban,Black Cotton,2.35
Thane,Maharashtra,THA_004,19.3284,72.7403,17.2,6.2,33.9,North,Hillside,Very High,Low,Forest,Black Cotton,4.3
Thane,Maharashtra,THA_005,19.0378,73.1928,21.2,6.6,219.6,South,Peak,Very High,Low,Water Body,Black Cotton,1.69
Thane,Maharashtra,THA_006,19.1884,72.8806,15.1,9.7,93.4,East,Hillside,Very High,Low,Agricultural,Black Cotton,1.71
Thane,Maharashtra,THA_007,19.3001,72.9953,16.5,5.8,15.5,North,Hillside,Very High,Low,Agricultural,Alluvial,2.56
Thane,Maharashtra,THA_008,19.2281,73.2048,13.8,11.5,263.6,West,Hillside,Very High,Moderate,Forest,Alluvial,2.43
Thane,Maharashtra,THA_009,19.3901,73.0909,13.7,8.0,11.1,North,Hillside,Very High,Low,Urban,Alluvial,2.25
Thane,Maharashtra,THA_010,19.2811,73.1969,19.0,8.5,23.8,North,Peak,Very High,Low,Forest,Rocky,4.25
Thane,Maharashtra,THA_011,19.1374,73.1713,19.4,8.8,43.4,North,Peak,Very High,Low,Barren,Rocky,3.73
Thane,Maharashtra,THA_012,18.9519,72.8895,20.1,4.9,355.6,North,Peak,Very High,Low,Forest,Sandy,3.09
Thane,Maharashtra,THA_013,19.0684,73.0025,13.9,2.6,336.8,North,Hillside,Very High,Low,Forest,Black Cotton,2.59
Thane,Maharashtra,THA_014,18.9183,72.7509,17.6,10.4,335.5,North,Hillside,Very High,Moderate,Water Body,Red Laterite,4.4
Thane,Maharashtra,THA_015,19.3599,73.2224,16.5,7.7,131.7,East,Hillside,Very High,Low,Agricultural,Red Laterite,3.08
Thane,Maharashtra,THA_016,19.0551,72.8574,12.4,15.4,17.6,North,Hillside,Very High,Moderate,Urban,Black Cotton,3.26
Thane,Maharashtra,THA_017,18.9972,73.0368,14.9,6.5,123.6,East,Hillside,Very High,Low,Agricultural,Alluvial,2.48
Thane,Maharashtra,THA_018,19.053,72.9013,8.8,5.1,182.3,South,Valley,Very High,Low,Barren,Black Cotton,2.13
Thane,Maharashtra,THA_019,19.4909,73.2099,12.0,10.5,289.6,West,Hillside,Very High,Moderate,Forest,Red Laterite,4.26
Thane,Maharashtra,THA_020,19.2423,72.9804,12.4,7.7,166.1,South,Hillside,Very High,Low,Urban,Red Laterite,4.21
Thane,Maharashtra,THA_021,19.2365,72.7425,8.3,6.1,189.9,South,Valley,Very High,Low,Agricultural,Sandy,3.44
Thane,Maharashtra,THA_022,19.1665,73.1086,20.1,4.8,202.8,South,Peak,Very High,Low,Agricultural,Alluvial,4.34
Thane,Maharashtra,THA_023,19.2306,72.7903,9.7,4.9,51.5,East,Hillside,Very High,Low,Urban,Alluvial,0.8
Thane,Maharashtra,THA_024,19.4131,73.2601,6.7,11.2,215.4,South,Valley,Very High,Moderate,Urban,Red Laterite,2.82
Thane,Maharashtra,THA_025,19.2885,73.0638,14.8,7.3,338.2,North,Hillside,Very High,Low,Urban,Red Laterite,4.33
Thane,Maharashtra,THA_026,19.1916,73.272,18.7,8.7,214.3,South,Peak,Very High,Low,Agricultural,Red Laterite,4.27
Thane,Maharashtra,THA_027,19.3745,72.8262,12.3,7.4,201.1,South,Hillside,Very High,Low,Barren,Alluvial,2.52
Thane,Maharashtra,THA_028,19.2714,72.7717,22.9,10.6,62.2,East,Peak,Very High,Moderate,Agricultural,Black Cotton,0.52
Thane,Maharashtra,THA_029,19.2082,72.8934,9.0,6.9,286.1,West,Valley,Very High,Low,Agricultural,Rocky,1.47
Thane,Maharashtra,THA_030,19.4894,72.7125,19.2,7.0,48.0,East,Peak,Very High,Low,Agricultural,Alluvial,3.93
Wardha,Maharashtra,WAR_001,20.5353,78.6684,172.5,5.7,221.1,South,Hillside,High,Low,Agricultural,Black Cotton,3.12
Wardha,Maharashtra,WAR_002,20.6639,78.3662,329.0,4.6,139.1,South,Hillside,High,Low,Forest,Black Cotton,3.93
Wardha,Maharashtra,WAR_003,20.485,78.829,141.6,5.2,228.3,West,Valley,High,Low,Forest,Black Cotton,3.16
Wardha,Maharashtra,WAR_004,20.4896,78.793,293.1,5.9,155.1,South,Hillside,High,Low,Agricultural,Red Laterite,1.4
Wardha,Maharashtra,WAR_005,20.4798,78.4907,220.8,1.6,215.4,South,Hillside,High,Low,Urban,Black Cotton,3.06
Wardha,Maharashtra,WAR_006,20.4676,78.6866,324.3,6.6,322.8,North,Hillside,High,Low,Agricultural,Alluvial,3.6
Wardha,Maharashtra,WAR_007,20.7554,78.7088,182.2,1.8,248.1,West,Hillside,High,Low,Agricultural,Sandy,4.06
Wardha,Maharashtra,WAR_008,20.6294,78.532,388.1,1.5,129.9,East,Peak,High,Low,Forest,Red Laterite,0.87
Wardha,Maharashtra,WAR_009,20.7976,78.7637,313.8,5.7,144.2,South,Hillside,High,Low,Agricultural,Alluvial,0.96
Wardha,Maharashtra,WAR_010,20.8288,78.5098,132.2,9.1,346.9,North,Valley,High,Low,Agricultural,Alluvial,4.29
Wardha,Maharashtra,WAR_011,20.6576,78.8619,279.8,6.9,358.4,North,Hillside,High,Low,Agricultural,Red Laterite,2.8
Wardha,Maharashtra,WAR_012,20.48,78.4027,234.2,5.5,43.4,North,Hillside,High,Low,Forest,Black Cotton,3.0
Wardha,Maharashtra,WAR_013,20.8098,78.4481,350.1,4.7,346.8,North,Peak,High,Low,Agricultural,Sandy,4.45
Wardha,Maharashtra,WAR_014,20.8721,78.5475,239.4,5.2,203.8,South,Hillside,High,Low,Urban,Alluvial,2.5
