river,state,district,year,month,water_level_m,discharge_cumecs,warning_level_m,danger_level_m,status,flood_alert
Panchganga,Maharashtra,Kolhapur,2000,5,29.1,39881.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2000,6,45.69,60488.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2000,7,74.42,85130.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2000,8,59.31,59560.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2000,9,47.13,44561.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2000,10,34.82,51277.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2000,11,24.1,25732.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2000,12,13.9,15082.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,1,13.12,14425.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,2,11.94,15060.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,3,15.51,18073.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,4,20.21,16774.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,5,29.94,35042.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,6,47.31,62337.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2001,7,74.05,86506.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2001,8,62.77,61656.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2001,9,50.56,55358.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2001,10,33.1,41540.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,11,27.26,26904.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2001,12,14.53,20177.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,1,12.06,16510.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,2,10.09,12391.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,3,16.79,20379.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,4,22.9,33734.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,5,22.36,27748.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,6,52.79,72766.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2002,7,71.65,71014.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2002,8,61.21,60705.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2002,9,47.05,63568.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2002,10,31.95,43057.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,11,20.33,20749.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2002,12,13.3,15262.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,1,13.82,17907.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,2,12.28,16297.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,3,15.39,15098.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,4,20.2,29402.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,5,31.95,36290.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,6,58.11,49876.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2003,7,80.05,100464.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2003,8,76.02,89001.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2003,9,47.43,70203.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2003,10,38.77,51810.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,11,26.3,32983.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2003,12,14.8,12853.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,1,9.85,13654.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,2,12.07,15055.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,3,15.52,18471.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,4,16.88,21110.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,5,24.97,28427.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,6,50.23,74675.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2004,7,78.05,76249.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2004,8,60.4,54890.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2004,9,50.07,50076.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2004,10,37.8,47695.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,11,26.79,34986.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2004,12,16.07,16798.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,1,12.74,13996.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,2,11.88,17124.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,3,15.31,22613.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,4,17.65,16774.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,5,31.84,38869.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,6,48.01,41093.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2005,7,96.14,104300.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2005,8,118.66,130668.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2005,9,53.69,43135.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2005,10,32.8,32720.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,11,23.63,21739.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2005,12,12.25,10456.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,1,11.63,10256.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,2,11.57,13964.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,3,13.38,12952.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,4,15.58,14984.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,5,26.65,34823.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,6,62.77,81043.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2006,7,72.99,96677.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2006,8,63.24,62835.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2006,9,39.53,51021.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,10,35.61,43857.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,11,23.97,29815.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2006,12,14.11,13173.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,1,11.65,13126.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,2,11.39,15213.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,3,14.73,13925.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,4,15.92,13699.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,5,25.59,33276.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,6,56.13,61563.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2007,7,73.16,63518.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2007,8,62.93,64832.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2007,9,54.67,44349.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2007,10,39.49,39815.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,11,24.0,28804.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2007,12,17.1,19301.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,1,11.67,16376.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,2,10.64,14139.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,3,12.91,11478.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,4,15.97,23839.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,5,29.39,37728.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,6,53.44,47094.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2008,7,78.02,91098.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2008,8,75.86,98545.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2008,9,53.84,60229.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2008,10,34.1,31058.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,11,23.27,31053.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2008,12,12.55,15793.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,1,11.46,9350.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,2,12.54,15277.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,3,17.67,16916.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,4,15.73,18677.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,5,28.39,42214.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,6,48.58,67813.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2009,7,70.89,70807.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2009,8,71.91,104867.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2009,9,47.2,64893.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2009,10,32.07,26515.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,11,26.95,31092.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2009,12,14.76,18830.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,1,10.51,14705.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,2,10.52,15754.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,3,14.21,17320.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,4,19.82,22563.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,5,27.86,31441.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,6,52.06,70752.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2010,7,73.72,80871.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2010,8,69.26,86767.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2010,9,51.06,60124.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2010,10,34.97,29308.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,11,22.69,21529.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2010,12,12.79,11275.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,1,13.33,13687.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,2,13.98,16967.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,3,12.05,15724.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,4,20.55,18981.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,5,26.67,39110.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,6,52.16,63173.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2011,7,82.03,122833.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2011,8,71.85,94924.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2011,9,50.86,44305.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2011,10,33.19,30102.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,11,24.28,34275.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2011,12,15.0,13834.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,1,9.71,10381.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,2,11.62,12248.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,3,15.2,12741.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,4,18.78,26560.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,5,25.94,36922.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,6,50.9,61257.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2012,7,71.9,101722.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2012,8,63.64,81834.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2012,9,46.14,37637.4,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2012,10,33.32,44152.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,11,23.53,24055.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2012,12,13.09,11194.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,1,8.85,7671.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,2,11.27,11468.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,3,17.14,14891.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,4,19.44,20240.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,5,25.82,27240.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,6,41.37,57377.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,7,76.21,99490.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2013,8,67.55,81678.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2013,9,47.89,61378.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2013,10,35.79,44566.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,11,25.25,29256.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2013,12,14.5,21135.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,1,11.0,11869.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,2,10.3,11772.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,3,13.7,19350.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,4,18.73,27275.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,5,25.15,21691.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,6,48.23,52602.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2014,7,75.43,92720.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2014,8,63.16,77044.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2014,9,44.33,60466.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2014,10,28.7,33058.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,11,25.21,34452.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2014,12,17.1,18963.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,1,9.04,13249.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,2,10.98,13483.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,3,15.37,13593.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,4,20.91,18594.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,5,29.92,33079.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,6,47.27,46201.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2015,7,81.74,76413.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2015,8,69.72,103730.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2015,9,43.68,46112.0,42.0,44.0,Above Warning,True
Panchganga,Maharashtra,Kolhapur,2015,10,38.56,30902.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,11,22.58,22617.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2015,12,11.99,16443.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,1,12.17,16053.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,2,13.4,13205.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,3,16.27,14351.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,4,14.46,17336.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,5,27.89,22656.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,6,56.53,60382.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2016,7,76.72,112010.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2016,8,69.02,64685.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2016,9,48.07,42161.1,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2016,10,36.79,43393.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,11,23.33,25971.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2016,12,13.66,13294.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,1,13.07,14337.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,2,12.21,10792.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,3,11.78,16439.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,4,15.87,21012.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,5,22.47,24007.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,6,56.61,83611.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2017,7,69.88,65910.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2017,8,69.41,73572.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2017,9,50.67,67629.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2017,10,30.52,36619.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,11,27.55,37218.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2017,12,13.43,14742.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,1,12.32,14005.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,2,11.82,16884.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,3,13.76,18549.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,4,18.37,18428.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,5,24.39,26057.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,6,41.62,61335.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,7,70.47,86067.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2018,8,75.74,99659.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2018,9,39.24,31916.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,10,29.05,24631.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,11,21.25,27247.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2018,12,13.65,15400.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,1,11.38,15958.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,2,11.05,8866.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,3,16.41,20006.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,4,19.45,17216.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,5,21.0,18180.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,6,56.14,81964.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2019,7,87.0,74114.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2019,8,102.16,137476.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2019,9,56.19,83673.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2019,10,29.92,35545.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,11,28.55,35187.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2019,12,15.4,17587.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,1,10.63,8615.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,2,11.64,12952.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,3,15.32,13500.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,4,19.64,19091.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,5,26.6,33003.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,6,56.28,83361.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2020,7,88.61,86796.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2020,8,64.55,73393.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2020,9,39.15,40372.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,10,37.54,45548.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,11,20.62,22254.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2020,12,15.81,23123.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,1,11.68,16386.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,2,10.88,12439.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,3,14.19,18987.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,4,19.31,28592.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,5,25.74,31673.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,6,48.27,53777.5,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2021,7,105.26,143201.8,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2021,8,93.6,137990.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2021,9,48.48,50122.3,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2021,10,37.79,37371.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,11,23.18,24559.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2021,12,13.64,12623.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,1,12.69,11352.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,2,12.54,13856.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,3,14.62,17894.3,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,4,16.57,13465.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,5,24.24,35779.9,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,6,53.3,66748.6,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2022,7,74.8,99446.7,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2022,8,77.15,82855.0,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2022,9,58.72,72245.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2022,10,36.6,51058.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,11,21.93,28483.8,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2022,12,12.62,16135.0,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,1,12.26,10771.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,2,10.6,15555.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,3,13.36,17273.2,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,4,18.49,23722.4,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,5,24.38,35111.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,6,44.46,54504.2,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2023,7,71.92,77525.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2023,8,62.24,64287.9,42.0,44.0,Above Danger,True
Panchganga,Maharashtra,Kolhapur,2023,9,43.37,34844.0,42.0,44.0,Above Warning,True
Panchganga,Maharashtra,Kolhapur,2023,10,35.62,45897.7,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,11,25.55,27697.6,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2023,12,14.05,12849.5,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2024,1,12.76,18709.1,42.0,44.0,Normal,False
Panchganga,Maharashtra,Kolhapur,2024,2,11.09,9420.5,42.0,44.0,Normal,False
